KOD10;NEV
B0520;Tüdőgyulladással szövődött kanyaró (J17.1*)
B0530;Középfülgyulladással szövődött kanyaró (H67.1*)
B0540;Bélszövődményekkel járó kanyaró
B0580;Kanyaró egyéb szövődményekkel
B0590;Kanyaró szövődmény nélkül
B0600;Rózsahimlő idegrendszeri szövődményekkel
B0680;Rózsahimlő egyéb szövődményekkel
B0690;Rózsahimlő szövődmény nélkül
B07H0;Vírusos szemölcsök
B0800;Egyéb orthopox vírusfertőzések
B0810;Molluscum contagiosum
B0820;Exanthema subitum [hatodik betegség]
B0830;Erythema infectiosum [ötödik betegség]
B0840;Enterovirusos vesicularis stomatitis kiütéssel
B0850;Enterovirusos hólyagos torokgyulladás
B0880;A bőr és nyálkahártya lésióival járó egyéb meghat. vírusfertőzések
B09H0;A bőr és nyálkahártya elváltozásaival járó vírusfertőzés k.m.n.
B1500;A-típusú hepatitis májcomával
B1590;A-típusú hepatitis májcoma nélkül
B1600;B-típusú heveny hepatitis delta-ágenssel, májcomával
B1610;B-típusú heveny hepatitis delta-ágenssel, májcoma nélkül
B1620;B-típusú heveny hepatitis delta-ágens nélkül, májcomával
B1690;B-típusú heveny hepatitis delta-ágens és májcoma nélkül
B1700;Hepatitis B hordozó heveny d- (felül-) fertőzése
B1710;Heveny hepatitis C
B1720;Heveny hepatitis E
B1780;Egyéb meghatározott heveny vírusos májgyulladás
B1800;Idült vírusos B-típusú hepatitis d-ágenssel
B1810;Idült vírusos B-típusú hepatitis d-ágens nélkül
B1820;Idült vírusos C-típusú hepatitis
B1880;Egyéb idült vírusos májgyulladás
B1890;Idült vírusos májgyulladás k.m.n.
B1900;Vírushepatitis comával k.m.n.
B1990;Vírusos hepatitis coma nélkül k.m.n.
B2000;Mycobacterialis fertőzést eredményező HIV betegség
B2010;Egyéb bakteriális fertőzést eredményező HIV betegség
B2020;Cytomegalovirus betegséget eredményező HIV betegség
B2030;Egyéb vírusfertőzést eredményező HIV betegség
B2040;Candidiasist eredményező HIV betegség
B2050;Egyéb gombás fertőzést eredményező HIV betegség
B2060;Pneumocystis carinii tüdőgyulladást eredményező HIV betegség
B2070;Többféle fertőzést eredményező HIV betegség
B2080;Egyéb fertőző és parazitás betegséget eredményező HIV betegség
B2090;K.m.n. fertőző vagy parazitás betegséget eredményező HIV betegség
B2100;Kaposi-sarcomát eredményező HIV betegség
B2110;Burkitt lymphomát eredményező HIV betegség
B2120;Egyéb non-Hodgkin lymphomát eredményező HIV betegség
B2130;A nyirok és vérképző rendszer egyéb mal. daganatait okozó HIV betegség
B2170;Többféle rosszindulatú daganatot eredményező HIV betegség
B2180;Egyéb rosszindulatú daganatot eredményező HIV betegség
B2190;Nem meghatározott rosszindulatú daganatot eredményező HIV betegség
B2200;Agyvelőbántalmat eredményező HIV betegség
B2210;Lymphoid interstitialis pneumonitist eredményező HIV betegség
B2220;Fogyásos syndromát eredményező HIV betegség
B2270;Többféle, máshova osztályozott betegséget eredményező HIV betegség
B2300;Heveny HIV-fertőzés tünetcsoport
B2310;Generalizált perzisztáló lymphadenopathiát okozó HIV betegség
B2320;M.n.o. haematologiai és immunológiai rendellenességeket okozó HIV bet.
B2380;Egyéb meghatározott állapotokat okozó HIV betegség
B24H0;HIV betegség k.m.n.
B2500;Cytomegalovirus pneumonitis (J17.1*)
B2510;Cytomegalovirus májgyulladás (K77.0*)
B2520;Cytomegalovirus hasnyálmirigy-gyulladás (K87.1*)
B2580;Egyéb cytomegalovirus betegségek
B2590;Cytomegalovirus betegség k.m.n.
B2600;Mumps-orchitis (N51.1*)
B2610;Mumps-meningitis (G02.0*)
B2620;Mumps-encephalitis (G05.1*)
B2630;Mumps-pancreatitis (K87.1*)
B2680;Járványos parotitis egyéb szövődményekkel
B2690;Járványos parotitis szövődmény nélkül
B2700;Gammaherpesvirus mononucleosis
B2710;Cytomegalovirus mononucleosis
B2780;Egyéb fertőző mononucleosis
B2790;Fertőző mononucleosis k.m.n.
B3000;Keratoconjunctivitis Adenovirus miatt (H19.2*)
B3010;Kötőhártya-gyulladás Adenovirus miatt (H13.1*)
B3020;Vírusos pharyngoconjunctivitis
B3030;Heveny járványos vérzéses conjunctivitis (Enterovirusos) (H13.1*)
B3080;Egyéb vírusos conjunctivitis (H13.1*)
B3090;Vírusos conjunctivitis k.m.n.
B3300;Myalgia epidemica
B3310;Ross River betegség
B3320;Vírusos carditis
B3330;Retrovirus fertőzések, m.n.o.
B3380;Egyéb meghatározott vírusbetegségek
B3400;Adenovirus fertőzés k.m.n.
B3410;Enterovirus fertőzés k.m.n.
B3420;Coronavirus fertőzés k.m.n.
B3430;Parvovirus fertőzés k.m.n.
B3440;Papovavirus fertőzés k.m.n.
B3480;Egyéb vírusfertőzések nem meghatározott helyen
B3490;Vírusos fertőzés k.m.n.
B3500;Tinea barbae és tinea capitis
B3510;Tinea unguium
B3520;Tinea a kézen
B3530;Tinea a lábon
B3540;Tinea a testen
B3550;Tinea imbricata
B3560;Tinea a lábszáron
B3580;Egyéb dermatophytosisok
B3590;Dermatophytosis, k.m.n.
B3600;Pityriasis versicolor
B3610;Tinea nigra
B3620;Fehér piedra
B3630;Fekete piedra
B3680;Egyéb meghatározott felületes gombás bőrbetegségek
B3690;Gombás felületes bőrbetegség, k.m.n.
B3700;Candidiasisos stomatitis
B3710;Tüdő candidiasis
B3720;A bőr és a köröm candidiasisa
B3730;A hüvely és a vulva candidiasisa (N77.1*)
B3740;Egyéb húgyivarszervi lokalizációjú candidiasis
B3750;Candida okozta agyhártyagyulladás (G02.1*)
B3760;Candida okozta endocarditis (I39.8*)
B3770;Candida sepsis
B3780;Egyéb lokalizációjú candidiasis
B3790;Candidiasis, k.m.n.
B3800;Heveny pulmonalis coccidioidomycosis
B3810;Idült pulmonalis coccidioidomycosis
B3820;Pulmonalis coccidioidomycosis, k.m.n.
B3830;Bőr coccidioidomycosis
B3840;Coccidioidomycosis agyhártyagyulladás (G02.1*)
B3870;Disszeminált coccidioidomycosis
B3880;Coccidioidomycosis egyéb formái
B3890;Coccidioidomycosis, k.m.n.
B3900;Heveny pulmonalis histoplasmosis capsulati
B3910;Idült pulmonalis histoplasmosis capsulati
B3920;Pulmonalis histoplasmosis capsulati k.m.n.
B3930;Disszeminált histoplasmosis capsulati
B3940;Histoplasmosis capsulati k.m.n.
B3950;Histoplasmosis duboisii
B3990;Histoplasmosis, k.m.n.
B4000;Heveny pulmonalis blastomycosis
B4010;Idült pulmonalis blastomycosis
B4020;Pulmonalis blastomycosis, k.m.n.
B4030;Bőr blastomycosis
B4070;Disszeminált blastomycosis
B4080;Blastomycosis egyéb formái
B4090;Blastomycosis, k.m.n.
B4100;Tüdő paracoccidioidomycosis
B4170;Disszeminált paracoccidioidomycosis
B4180;Paracoccidioidomycosis egyéb formái
B4190;Paracoccidioidomycosis, k.m.n.
B4200;Tüdő sporotrichosis (J99.8*)
B4210;Lymphocutan sporotrichosis
B4270;Disszeminált sporotrichosis
B4280;Sporotrichosis egyéb formái
B4290;Sporotrichosis, k.m.n.
B4300;Bőr chromomycosis
B4310;Phaeomycoticus agytályog
B4320;Bőr alatti phaeomycoticus tályog és cysta
B4380;Chromomycosis egyéb formái
B4390;Chromomycosis, k.m.n.
B4400;Invasiv tüdő aspergillosis
B4410;Egyéb tüdő aspergillosis
B4420;Tonsilla aspergillosis
B4470;Disszeminált aspergillosis
B4480;Aspergillosis egyéb formái
B4490;Aspergillosis, k.m.n.
B4500;Tüdő cryptococcosis
B4510;Agyi cryptococcosis
B4520;Bőr cryptococcosis
B4530;Csont cryptococcosis
B4570;Disszeminált cryptococcosis
B4580;Cryptococcosis egyéb formái
B4590;Cryptococcosis, k.m.n.
B4600;A tüdő mucormycosisa
B4610;Rhinocerebralis mucormycosis
B4620;Gastrointestinalis mucormycosis
B4630;Bőr mucormycosis
B4640;Disszeminált mucormycosis
B4650;Mucormycosis, k.m.n.
B4680;Egyéb zygomycosisok
B4690;Zygomycosis, k.m.n.
B4700;Eumycetoma
B4710;Actinomycetoma
B4790;Mycetoma, k.m.n.
B4800;Lobomycosis
B4810;Rhinosporidiosis
B4820;Allescheriasis
B4830;Geotrichosis
B4840;Penicillosis
B4870;Opportunista gombás fertőzések
B4880;Egyéb meghatározott gombás fertőzések
B49H0;Mycosis k.m.n.
B5000;Plasmodium falciparum malária agyi szövődményekkel
B5080;Egyéb súlyos és szövődményes Plasmodium falciparum malária
B5090;Plasmodium falciparum malária, k.m.n.
B5100;Plasmodium vivax malária léprepedéssel
B5180;Plasmodium vivax malária egyéb szövődményekkel
B5190;Plasmodium vivax malária szövődmény nélkül
B5200;Plasmodium malariae malária nephropathiával
B5280;Plasmodium malariae malária egyéb szövődményekkel
B5290;Plasmodium malariae malária szövődmény nélkül
B5300;Plasmodium ovale malária
B5310;Malária majom Plasmodium fertőzést
B5380;Egyéb parasitologiai vizsgálattal igazolt malária, m.n.o.
B54H0;Malária k.m.n.
B5500;Zsigeri leishmaniasis
B5510;Bőr leishmaniasis
B5520;Bőr-nyálkahártya leishmaniasis
B5590;Leishmaniasis, k.m.n.
B5600;Gambiai trypanosomiasis
B5610;Rhodesiai trypanosomiasis
B5690;Afrikai trypanosomiasis, k.m.n.
B5700;Heveny Chagas-kór a szív érintettségével (I41.2*, I98.1*)
B5710;Heveny Chagas-betegség a szív érintettsége nélkül
B5720;Chagas-kór (idült) a szív érintettségével (I41.2*, I98.1*)
B5730;Chagas-kór (idült) az emésztőrendszer érintettségével
B5740;Chagas-kór (idült) az idegrendszer érintettségével
B5750;Chagas-kór (idült) egyéb szervek érintettségével
B5800;Toxoplasma által okozott szembetegség
B5810;Toxoplasma hepatitis (K77.0*)
B5820;Toxoplasmás meningoencephalitis (G05.2*)
B5830;Pulmonalis toxoplasmosis (J17.3*)
B5880;Toxoplasmosis egyéb szervek érintettségével
B5890;Toxoplasmosis, k.m.n.
B59H0;Pneumocystosis
B6000;Babesiosis
B6010;Acanthamoebiasis
B6020;Naegleriasis
B6080;Egyéb meghatározott protozoon betegségek
B64H0;Protozoon betegség, k.m.n.
B6500;Schistosoma haematobium által okozott schistosomiasis [húgyutak]
B6510;Schistosoma mansoni által okozott schistosomiasis [bél]
B6520;Schistosoma japonicum által okozott schistosomiasis
B6560;Cercariás bőrgyulladás
B6580;Egyéb schistosomiasisok
B6590;Schistosomiasis, k.m.n.
B6600;Opisthorchiasis
B6610;Clonorchiasis
B6620;Dicrocoeliasis
B6630;Fascioliasis
B6640;Paragonimiasis
B6650;Fasciolopsiasis
B6680;Egyéb meghatározott mételyfertőzések
B6690;Mételyfertőzés, k.m.n.
B6700;A máj Echinococcus granulosus fertőzése
B6710;A tüdő Echinococcus granulosus fertőzése
B6720;A csont Echinococcus granulosus fertőzése
B6730;Echinococcus granulosus fertőzés egyéb és több helyen
B6740;Echinococcus granulosus fertőzés, k.m.n.
B6750;A máj echinococcus multilocularis fertőzése
B6760;Echinococcus multilocularis fertőzés, egyéb és több helyen
B6770;Echinococcus multilocularis fertőzés, k.m.n.
B6780;A máj echinococcosisa, k.m.n.
B6790;Echinococcosis, egyéb és k.m.n.
B6800;Taenia solium taeniasis
B6810;Taenia saginata taeniasis
B6890;Taeniasis, k.m.n.
B6900;A központi idegrendszer cysticercosisa
B6910;A szem cysticercosisa
B6980;Egyéb lokalizációjú cysticercosis
B6990;Cysticercosis, k.m.n.
B7000;Diphyllobothriosis
B7010;Sparganosis
B7100;Hymenolepiasis
B7110;Dipylidiasis
B7180;Egyéb meghatározott cestoda fertőzések
B7190;Cestoda fertőzés, k.m.n.
B72H0;Dracunculiasis
B73H0;Onchocerciasis
B7400;Wuchereria bancrofti okozta filariasis
B7410;Brugia malayi okozta filariasis
B7420;Brugia timori okozta filariasis
B7430;Loiasis
B7440;Mansonelliasis
B7480;Egyéb filariasisok
B7490;Filariasis, k.m.n.
B75H0;Trichinellosis
B7600;Ancylostomiasis
B7610;Necatoriasis
B7680;Egyéb horogféreg betegségek
B7690;Horogféreg betegség, k.m.n.
B7700;Ascariasis bélszövődményekkel
B7780;Ascariasis egyéb szövődményekkel
B7790;Ascariasis, k.m.n.
B7800;Bél strongyloidiasis
B7810;Bőr strongyloidiasis
B7870;Disszeminált strongyloidiasis
B7890;Strongyloidiasis, k.m.n.
B79H0;Trichuriasis
B80H0;Enterobiasis
B8100;Anisakiasis
B8110;Bél capillariasis
B8120;Trichostrongyliasis
B8130;Bél angiostrongyliasis
B8140;Kevert bél helminthiasisok
B8180;Egyéb meghatározott bél helminthiasisok
B8200;Bél helminthiasis, k.m.n.
B8290;Bélparasitosis, k.m.n.
B8300;Zsigeri vándorló lárva
B8310;Gnathostomiasis
B8320;Parastrongylus cantonensis okozta angiostrongyliasis
B8330;Syngamiasis
B8340;Belső hirudiniasis
B8380;Egyéb meghatározott helminthiasisok
B8390;Helminthiasis, k.m.n.
B8500;Fejtetű (Pediculus humanus capitis) által okozott tetvesség
B8510;Ruhatetű (Pediculus humanus corporis) okozta tetvesség
B8520;Tetvesség, k.m.n.
B8530;Lapostetvesség
B8540;Kevert tetvesség és lapostetvesség
B86H0;Rühesség (scabies)
B8700;Bőr myiasis
B8710;Seb myiasis
B8720;Szem myiasis
B8730;Orr-garat myiasis
B8740;Fül myiasis
B8780;Egyéb lokalizációjú myiasisok
B8790;Myiasis, k.m.n.
B8800;Egyéb atkás fertőzések
B8810;Tungiasis [homoki bolha infestatio]
B8820;Egyéb ízeltlábúak által okozott fertőzések
B8830;Külső hirudiniasis
B8880;Egyéb meghatározott fertőzések
B8890;Parazita fertőzés k.m.n.
B89H0;Parazita-betegség, k.m.n.
B9000;A központi idegrendszer gümőkórjának következményei
B9010;A húgyivarrendszer gümőkórjának következményei
B9020;A csontok és izületek gümőkórjának következményei
B9080;Egyéb szervek gümőkórjának következményei
B9090;Légzőszervi és k.m.n. gümőkór következményei
B9091;Post tbc-s, mellhártya adheziók ill./és callus
B9092;Post tbc-s, tüdő meszes, gócos rezidumai
B9093;Post tbc-s, tüdő fibrotikus léziói
B9094;"Post tbc-s, tüdő fibro-cystikus lézió (roncs-lebeny, roncs-tüdő"")"""
B9095;Post tbc-s bronchiectasia
B9096;Post tbc-s bronchus-stenosis
B91H0;A gyermekbénulás következményei
B92H0;A lepra következményei
B9400;Trachoma következményei
B9410;A vírusos agyvelőgyulladás következményei
B9420;A vírusos májgyulladás következményei
B9480;Egyéb meghat. fertőzés és élősdi okozta betegségek következményei
B9490;K.m.n. fertőző és élősdiek által okozott betegségek következményei
B9500;Streptococcus-A, mint egyéb főcsoportbeli betegségek kiváltó oka
B9510;Streptococcus-B, mint egyéb főcsoportbeli betegségek kiváltó oka
B9520;Streptococcus-D, mint egyéb főcsoportbeli betegségek kiváltó oka
B9530;Streptococcus pneumoniae, mint egyéb főcsoportbeli bet. kiváltó oka
B9540;Egyéb streptococcus fajok, mint egyéb főcsoportbeli bet. kiváltó oka
B9550;Streptococcus k.m.n., mint egyéb főcsoportbeli betegségek kiváltó oka
B9560;Staphylococcus aureus, mint egyéb főcsoportbeli betegségek kiváltó oka
B9570;Egyéb staphylococcus, mint egyéb főcsoportbeli betegségek kiváltó oka
B9580;Staphylococcus k.m.n., mint egyéb főcsoportbeli betegségek kiváltó oka
B9600;Mycoplasma pneumoniae, mint egyéb főcsoportbeli betegségek kiváltó oka
B9610;Klebsiella pneumoniae, mint egyéb főcsoportbeli betegségek kiváltó oka
B9620;Escherichia coli, mint egyéb főcsoportbeli betegségek kiváltó oka
B9630;Haemophilus influenzae, mint egyéb főcsoportbeli bet. kiváltó oka
B9640;Proteus, mint egyéb főcsoportbeli betegségek kiváltó oka
B9650;Pseudomonas, mint egyéb főcsoportbeli betegségek kiváltó oka
B9660;Bacillus fragilis, mint egyéb főcsoportbeli betegségek kiváltó oka
B9670;Clostridium perfringens, mint egyéb főcsoportbeli bet. kiváltó oka
B9680;Egyéb meghat. bakter. ágens, mint egyéb főcsoportbeli bet. kiváltó oka
B9700;Adenovirus, mint az egyéb főcsoportokba tartozó betegségek kiváltó oka
B9710;Enterovirus, mint egyéb főcsoportbeli betegségek kiváltó oka
B9720;Coronavirus, mint egyéb főcsoportbeli betegségek kiváltó oka
B9730;Retrovirus, mint az egyéb főcsoportokba tartozó betegségek kiváltó oka
B9740;Respiratory syncytial vírus, mint egyéb főcsoportbeli bet. kiváltó oka
B9750;Rheovirus, mint az egyéb főcsoportokba tartozó betegségek kiváltó oka
B9760;Parvovirus, mint az egyéb főcsoportokba tartozó betegségek kiváltó oka
B9770;Papillomavirus, mint egyéb főcsoportbeli betegségek kiváltó oka
B9780;Egyéb vírus ágensek, mint egyéb főcsoportbeli betegségek kiváltó oka
B99H0;Egyéb és k.m.n. fertőző betegségek
C0000;Felső ajak, külső felszín rosszindulatú daganata
C0010;Alsó ajak külső felszín rosszindulatú daganata
C0020;Ajak, k.m.n. rosszindulatú daganata
C0030;Felső ajak, belső felszín rosszindulatú daganata
C0040;Alsó ajak, belső felszín rosszindulatú daganata
C0050;Ajak, nem meghatározott belső felszín rosszindulatú daganata
C0060;Ajakzug rosszindulatú daganata
C0080;Az ajak átfedő elváltozása, rosszindulatú daganata
C0090;Ajak rosszindulatú daganata, k.m.n.
C01H0;A nyelvgyök rosszindulatú daganata
C0200;A nyelv háti felszínének rosszindulatú daganata
C0210;A nyelv szélének rosszindulatú daganata
C0220;A nyelv alsó felszínének rosszindulatú daganata
C0230;A nyelv első kétharmadának rosszindulatú daganata, k.m.n. része
C0240;Nyelvmandula rosszindulatú daganata
C0280;A nyelv átfedő elváltozása, rosszindulatú daganata
C0290;Nyelv rosszindulatú daganata, k.m.n.
C0300;Felső fogíny rosszindulatú daganata
C0310;Alsó fogíny rosszindulatú daganata
C0390;Fogíny rosszindulatú daganata, k.m.n.
C0400;A szájfenék első részének rosszindulatú daganata
C0410;A szájfenék oldalsó részének rosszindulatú daganata
C0480;A szájfenék határt átfedő elváltozása, rosszindulatú daganata
C0490;Szájfenék rosszindulatú daganata, k.m.n.
C0500;Kemény szájpad rosszindulatú daganata
C0510;Lágy szájpad rosszindulatú daganata
C0520;Nyelvcsap rosszindulatú daganata
C0580;A szájpad átfedő elváltozása, rosszindulatú daganata
C0590;Szájpad rosszindulatú daganata, k.m.n.
C0600;Pofanyálkahártya rosszindulatú daganata
C0610;Szájtornác rosszindulatú daganata
C0620;Őrlőfogak mögötti terület rosszindulatú daganata
C0680;A szájüreg egyéb és k.m.n. részének átfedő rosszindulatú daganata
C0690;Száj rosszindulatú daganata, k.m.n.
C07H0;A parotis rosszindulatú daganata
C0800;Submandibularis nyálmirigy rosszindulatú daganata
C0810;Nyelv alatti nyálmirigy rosszindulatú daganata
C0880;A nagyobb nyálmirigyek átfedő elváltozása, rosszindulatú daganata
C0890;Nagy nyálmirigy rosszindulatú daganata, k.m.n.
C0900;Mandula árok rosszindulatú daganata
C0910;Mandulaív (mellső ill. hátsó) rosszindulatú daganata
C0980;A mandula átfedő elváltozása, rosszindulatú daganata
C0990;Mandula rosszindulatú daganata, k.m.n.
C1000;Vallecula rosszindulatú daganata
C1010;A gégefedő mellső felszínének rosszindulatú daganata
C1020;A szájgarat oldalsó falának rosszindulatú daganata
C1030;A szájgarat hátsó falának rosszindulatú daganata
C1040;Kopoltyúív (branchiogen) hasadék rosszindulatú daganata
C1080;A szájgarat átfedő elváltozása, rosszindulatú daganata
C1090;Szájgarat rosszindulatú daganata, k.m.n.
C1100;Az orrgarat felső falának rosszindulatú daganata
C1110;Az orrgarat hátsó falának rosszindulatú daganata
C1120;Az orrgarat oldalfalának rosszindulatú daganata
C1130;Az orrgarat mellső falának rosszindulatú daganata
C1180;Az orrgarat átfedő elváltozása, rosszindulatú daganata
C1190;Orrgarat rosszindulatú daganata, k.m.n.
C12H0;A sinus pyriformis rosszindulatú daganata
C1300;Gyűrűporc mögötti terület rosszindulatú daganata
C1310;Aryepiglotticus redő hypopharynx felőli oldalának rosszind. daganata
C1320;A hypopharynx hátsó falának rosszindulatú daganata
C1380;A hypopharynx átfedő elváltozása, rosszindulatú daganata
C1390;Hypopharynx rosszindulatú daganata, k.m.n.
